ISTASYON_NO,AD,ADRES,operator,brand,LATITUDE,LONGITUDE,side
ŞRJ/4657,TEKSTİLKENT KOZA PLAZA,Oruçreis Mahallesi  No:B BLOK Esenler / İSTANBUL,INTERDATA VERİ MERKEZİ VE ENTEGRASYON HİZMETLERİ ANONİM ŞİRKETİ,INTERDATA,41.0692722313513,28.8723680273687,Europe
ŞRJ/8245,Eyüp İslambey Otoparkı,İslambey Mahallesi İslambey Caddesi  No:31 Eyüpsultan / İSTANBUL,MINUS ENERGY ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,MINUS ENERGY,41.0506732442778,28.9284925201778,Europe
ŞRJ/9001,HİLPARK SUİTES AC-2,İstinye Mahallesi Balabandere Caddesi  No:1 Sarıyer / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.1167782090532,29.0501260403256,Asia
ŞRJ/9002,"CİTY OTOPARK AC-1, AC-2",Zeyrek Mahallesi Fazilet Çıkmazı Sokağı  No:2 Fatih / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.0203036345995,28.9561243355538,Europe
ŞRJ/9003,"İSTANBUL PARK OUTLET DC-1, AC-1, AC-2",Cumhuriyet Mahallesi E-5 Yanyol Sokağı  No:1 Beylikdüzü / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.0045305034688,28.6420518376594,Europe
ŞRJ/9005,"Y.M.R.T FARM AC-1, AC-2",Kilyos Mahallesi Kilyos Caddesi  No:341 Sarıyer / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.1726737288946,29.0526161656348,Asia
ŞRJ/9006,"MENALO PREMIUM HOTEL AC-1, AC-2",Fatih Mahallesi Dr. Hilmi Demirci Caddesi  No:32/2 Arnavutköy / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.2302947970025,28.6873184897927,Europe
ŞRJ/25,"StarCity Outlet Center, İstanbul",Merkez Mahallesi Değirmenbahçe Caddesi  No:2  Köyaltı Bahçelievler / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.0078713839902,28.8101282402231,Europe
ŞRJ/5911,TOGER MİSSTANBUL 1 ADA,Başak Mahallesi Ertuğrulgazi Caddesi  No:21 Başakşehir / İSTANBUL,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TOGER,41.0971215987585,28.8054146145663,Europe
ŞRJ/7708,Batı Şehir-2,Göztepe Mahallesi Batışehir Caddesi  No:22 Bağcılar / İSTANBUL,MAGİCLİNE ENERJİ SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MAGIC LINE,41.0646128738677,28.842083961976,Europe
ŞRJ/7713,Batı Şehir-3,Göztepe Mahallesi Batışehir Caddesi  No:G-2 Bağcılar / İSTANBUL,MAGİCLİNE ENERJİ SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MAGIC LINE,41.06496010267,28.8410775006503,Europe
ŞRJ/10920,Acıbadem Maslak Proje Yönetimi,Darüşşafaka Mahallesi Akgün Caddesi Sarıyer / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.1292322408243,29.0247439736443,Asia
ŞRJ/3945,Four Seasons Hotel,Çırağan Cd Caddesi  No:28 Beşiktaş / İSTANBUL,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,solarşarj,41.0424487006903,29.0103245367829,Asia
ŞRJ/16081,Otojet - Güngören Park AVM,Gençosman Mahallesi Eşref Bitlis Caddesi Esenler / İSTANBUL,OTOJET ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Otojet,41.0326939978484,28.8869720003504,Europe
ŞRJ/7387,NİDAPARK KAYAŞEHİR ZÜMRÜT,Kayabaşı Mahallesi  No:47 Başakşehir / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.1186986095165,28.7668996965931,Europe
ŞRJ/4683,KARABEYOĞLU PETROL,Yassıören Mahallesi Eski Edirne Asfaltı Caddesi  No:1849 Arnavutköy / İSTANBUL,SOLARŞARJET ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,CLIXOLAR,41.2319036135926,28.5993440206126,Europe
ŞRJ/4684,DEVELİ FLORYA,Yeşilköy Mahallesi Florya Caddesi Petekevler İçi Sokağı  Çiroz Bakırköy / İSTANBUL,SOLARŞARJET ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,CLIXOLAR,40.9580767017377,28.8277904645396,Europe
ŞRJ/5044,MKM KÜLTÜR MERKEZİ,Akatlar Mahallesi Uğur Mumcu Caddesi  No:8 Beşiktaş / İSTANBUL,SOLARŞARJET ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,CLIXOLAR,41.0920021918886,29.0287094915166,Asia
ŞRJ/5050,ARTAŞ - AVRUPA KONUTLARI,Çobançeşme Mahallesi E5 Yan Yol Caddesi  No:8/2  Ataköy 7.8.9.10.kısım Bakırköy / İSTANBUL,SOLARŞARJET ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,CLIXOLAR,40.9922278024613,28.8283302187497,Europe
ŞRJ/5314,SANOTO OTO EGSOZ MUAYENE ISTASYONU,Selahaddin Eyyübi Mahallesi 1611. Sokağı  No:75 Esenyurt / İSTANBUL,SOLARŞARJET ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,CLIXOLAR,41.0572168323564,28.6585515375646,Europe
ŞRJ/5316,VALİDESUYU KONUTLARI,Fevzi Çakmak Mahallesi 775. Sokağı  No:1 Gaziosmanpaşa / İSTANBUL,SOLARŞARJET ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,CLIXOLAR,41.073281038172,28.9060258187833,Europe
ŞRJ/13432,DEMİRLİFE AC,Çakmaklı Mahallesi  No:1/4H Büyükçekmece / İSTANBUL,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,efish,41.0567198110831,28.6094279593062,Europe
ŞRJ/223,42 MASLAK REZİDANS,Maslak Mahallesi Ahi Evran Caddesi  No:6 Sarıyer / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,41.1126264477987,29.0204262686024,Asia
ŞRJ/224,ETİLER PETROL,Örnektepe Mahallesi İmrahor Caddesi  No:86 Beyoğlu / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,41.0570096299904,28.9510363253163,Europe
ŞRJ/228,MÜSİAD MÜSTAKİL SANAYİCİ VE İŞ ADAMLARI DERNEĞİ,Ataköy 7-8-9-10 Mahallesi Çobançeşme E-5 Yanyol Caddesi  No:4 Bakırköy / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,40.9924561757822,28.8246141868319,Europe
ŞRJ/233,GEZİ HOTEL BOSPHORUS,Gümüşsuyu Mahallesi Mete Caddesi  No:34 Beyoğlu / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,41.0378223482306,28.9876593227927,Europe
ŞRJ/2123,TAKSİM CAMİİ OTOPARKI,Kocatepe Mahallesi  No:1/1 Beyoğlu / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,41.0390205439925,28.981703196527,Europe
ŞRJ/2143,GİZ 2000 PLAZA,Maslak Mahallesi Eski Büyükdere Caddesi  No:7 Sarıyer / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,41.1087201385422,29.0192128276728,Asia
ŞRJ/3408,SEFAKÖY KİPTAŞ,Fevzi Çakmak Mahallesi Fevzi Çakmak Caddesi  No:11 Küçükçekmece / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.0115158945988,28.7905930832437,Europe
ŞRJ/4233,HALKALI,Atakent Mahallesi 235. Sokağı  No:17 Küçükçekmece / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.0413253726498,28.7814807712551,Europe
ŞRJ/4237,SİLİVRİ KİPTAŞ,Yeni Mahallesi Varnalı Caddesi Silivri / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.0836661845472,28.2465131095583,Europe
ŞRJ/4238,SİLİVRİ ADAPARK,Yeni Mahallesi 1 Kasım Caddesi  No:201 Silivri / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.0821964954186,28.2615866990236,Europe
ŞRJ/4291,BEYLİKDÜZÜ,Büyükşehir Mahallesi Cumhuriyet Caddesi Ceylan Sokağı  No:1 Beylikdüzü / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.0042843531599,28.6437861210876,Europe
ŞRJ/4292,ALAGEYİK,İnönü Mahallesi Maslak Çeşme Caddesi  No:110 Küçükçekmece / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.0208380190789,28.7967493185506,Europe
ŞRJ/4514,Gürpınar,Gürpınar Mahallesi Gürpınar Caddesi  No:2 Büyükçekmece / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.0496769244221,28.3918586347101,Europe
ŞRJ/3459,ASB PETROL OPET,Yassıören Mahallesi Hadımköy Cad. Caddesi  No:193 Arnavutköy / İSTANBUL,SOLARŞARJET ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,CLIXOLAR,41.1836051438445,28.5980564549206,Europe
ŞRJ/4682,AKPINAR SANAYİ SİTESİ,Hadımköy Mahallesi Yassıören Caddesi  Organize Sanayi Bölgesi Arnavutköy / İSTANBUL,SOLARŞARJET ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,CLIXOLAR,41.2031221135164,28.5895618355205,Europe
ŞRJ/2139,"KMO FENERKÖY GÜNEY OHT1, KMO FENERKÖY GÜNEY OHT2",Ali Paşa Mahallesi Merkez Saray Sokağı  Y: 35124/0 Ali Paşa Yolu Silivri / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.1219176401397,28.2289614588942,Europe
ŞRJ/9071,"Bi Mola Çiftalan, Eyüpsultan",Çiftalan Köyü Mahallesi Koy Yolu Sokağı  No:1 Eyüpsultan / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.2620252128651,28.9361093191718,Europe
ŞRJ/9082,"Bi Mola Işıklar, Eyüp",Bi Mola Işıklar Dinlenme Tesisleri Mahallesi Kuzey Marmara Otoyolu Caddesi  Pirinççi Eyüpsultan / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.2378111978353,28.8209744998141,Europe
ŞRJ/9089,Allure Tower,Üniversite Mahallesi Civan Sokağı  No:1 Avcılar / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,40.9914051765797,28.7131238521441,Europe
ŞRJ/9091,The G Hotels,Bağcılar Mahallesi Mimar Sinan Caddesi  No:35 Bağcılar / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0251553499304,28.8158971272041,Europe
ŞRJ/9094,Aqua Florya Vale Otopark,Şenlikköy Mahallesi Yeşilköy Halkalı Caddesi  No:93-93/1 Bakırköy / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,40.9645468411384,28.799965321445,Europe
ŞRJ/9097,Melas Hotel İstanbul,Gayrettepe Mahallesi Prof. Dr. Bülent Tarcan Caddesi  No:1 Beşiktaş / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0660688486736,29.0033581670131,Asia
ŞRJ/9099,Holiday Inn Istanbul Old City - Vezneciler,Kemal Paşa Mahallesi Şirvanizade Sokağı  No:7 Fatih / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0121841288835,28.9551248112343,Europe
ŞRJ/9134,Mavi At Çifliği,Gümüşdere Mahallesi Pırıltı Sk. Sokağı  No:16 Sarıyer / İSTANBUL,MINUS ENERGY ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,MINUS ENERGY,41.244814193266,28.9836397487511,Europe
ŞRJ/9173,Bahçeşehir 1.Kısım Migros Otoparkı,Bahçeşehir 1. Kısım Mahallesi G-3006 Caddesi  No:5/7 Başakşehir / İSTANBUL,ALFAMET ENERJİ VE ŞARJ TEKNOLOJİLERİ ANONİM ŞİRKETİ,ADZE,41.0820326482368,28.6586486998776,Europe
ŞRJ/9186,Grand Hyatt İstanbul,Harbiye Mahallesi Taşkışla Caddesi  No:1 Şişli / İSTANBUL,OBİŞARJ ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Obişarj,41.044663712638,28.9908076887983,Europe
ŞRJ/9207,Murat Zara - Oto Yıkama,Esentepe Mahallesi Salih Tozan Sokağı  No:14/1 Şişli / İSTANBUL,SHELL & TURCAS PETROL ANONİM ŞİRKETİ,SHELL,41.0712284473273,29.005105674421,Asia
ŞRJ/9213,Acıbadem Tıp Merkezi - Zekeriyaköy,Zekeriyaköy Mahallesi Kardelen Caddesi  No:2 Sarıyer / İSTANBUL,SHELL & TURCAS PETROL ANONİM ŞİRKETİ,SHELL,41.2056075017852,29.0416964128753,Asia
ŞRJ/15711,TOGER-RÜYA EVLERİ 2,Kayabaşı Mahallesi Fetihtepe Sokağı  13.bölge Başakşehir / İSTANBUL,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TOGER,41.100222248781,28.7701438466649,Europe
ŞRJ/15712,TOGER-RÜYA EVLERİ,Kayabaşı Mahallesi Fetihtepe Sokağı  13.bölge Başakşehir / İSTANBUL,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TOGER,41.100222248781,28.7701438466649,Europe
ŞRJ/15713,TOGER-AVRUPARK 654 ADA,Bahçeşehir 2.kısım Mahallesi  No:4/D Başakşehir / İSTANBUL,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TOGER,41.0820326482368,28.6586486998776,Europe
ŞRJ/15717,TOGER-11 bögle 2 -3 ADA,Kayaşehir Mahallesi  11 Bölge Başakşehir / İSTANBUL,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TOGER,41.1416915182921,28.7901624247726,Europe
ŞRJ/4194,Yıldız Teknik Üniversitesi Teknopark,Davutpaşa Kampüsü Mahallesi  No:Yönetim Binası Esenler / İSTANBUL,ULTRAMETRİK ENERJİ BİLGİSAYAR İNŞAAT KUYUMCULUK GIDA SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ,VALE,41.0339089489988,28.8937387357382,Europe
ŞRJ/15731,"Delta Luxury Rezidence - AC1, AC2",Güzelyurt Mahallesi Mustafa Kemal Caddesi  No:3 Esenyurt / İSTANBUL,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,Otopriz,41.0094337735894,28.6713123522168,Europe
ŞRJ/15736,ATABEK KONUTLARI SİLİVRİ,Yeni Mahallesi 1.kısım Caddesi  No:171 Silivri / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0841677926666,28.270455185291,Europe
ŞRJ/15743,EKA-MILLETBAHCESI,Halkalı Merkez Mahallesi 1438 Sokağı Küçükçekmece / İSTANBUL,EMLAK KONUT ASANSÖR SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,EKA -EMLAK KONUT ASANSÖR SİSTEMLERİ SAN. VE TİC. A.Ş.- EMLAK KONUT GYO A.Ş. KURULUŞUDUR,41.0275286607065,28.7789252504819,Europe
ŞRJ/15752,PREMİER KAMPÜS OFİS,Gürsel Mahallesi İmrahor Caddesi  No:29 Kağıthane / İSTANBUL,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AOSTECHNOLOGY,41.0739703026877,28.9689838095253,Europe
ŞRJ/14480,Marin Otopark İnşaat Turizm A.Ş.,Fatih Mahallesi Kordonboyu Caddesi  No:8 /163 Büyükçekmece / İSTANBUL,MAGİCLİNE ENERJİ SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MAGIC LINE,41.0199315708477,28.5831093033414,Europe
ŞRJ/11863,Wowwo Showroom,Maltepe Mahallesi Yılanlı Ayaz Sokağı  No:17 Zeytinburnu / İSTANBUL,PLUGİNN ELEKTRİKLİ TAŞITLAR ŞARJ SİSTEMLERİ VE YAZILIM HİZMETLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,pluginn,41.0175858178814,28.906542097287,Europe
ŞRJ/12138,SOYAK EVOSTAR 1 SİTESİ,Atakent Mahallesi 240 Sokağı  No:6 Küçükçekmece / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0366570925691,28.7672348636077,Europe
ŞRJ/15770,"Trabzon Ekmek, Avcılar - DC",Üniiversite Mahallesi Çınar Sokağı  No:1 Avcılar / İSTANBUL,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,Otopriz,40.993213723594,28.710205958741,Europe
ŞRJ/15772,"Autogross, Bağcılar - DC1, DC2 - AC1, AC2, AC3, AC4",Mahmutbey Mahallesi 2459 Sokağı  No:8 Bağcılar / İSTANBUL,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,Otopriz,41.0628352962909,28.8296555368479,Europe
ŞRJ/15775,TRUMP TOWERS AVM,Mecidiyeköy Mahallesi Mecidiyeköy Yolu Caddesi  No:12 Şişli / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,41.0668625302592,28.9949165570736,Europe
ŞRJ/364,TRUMP TOWERS,Kuştepe Mahallesi Mecidiyeköy Yolu Caddesi  No:12 Şişli / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,41.0673756339502,28.9911280240134,Europe
ŞRJ/1998,BOYPAŞ SİLİVRİ,Değirmenköy Mahallesi Derman Sokağı  No:5  Kınıklı Silivri / İSTANBUL,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,enertürk rhg enerji,41.1000420982412,28.0186897021776,Europe
ŞRJ/15789,Kahraman Balık,Rumeli Kavağı Mahallesi Merkez Caddesi  No:15 Sarıyer / İSTANBUL,CTG ELEKTRİK ANONİM ŞİRKETİ,CTG ELEKTRİK ANONİM ŞİRKETİ,41.1830952472211,29.0745925482687,Asia
ŞRJ/15796,Altunbaş Mobilya Şirinevler,Yenibosna Mahallesi Londra Asfaltı Dumlupınar Sokağı  No:10 Bahçelievler / İSTANBUL,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,enertürk rhg enerji,41.0058855268447,28.8128760633062,Europe
ŞRJ/15800,İSTANBUL MARRİOT HOTEL ŞİŞLİ,Merkez Mahallesi Abide-i Hürriyet Caddesi  No:228 Beşiktaş / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0699587470022,28.9806470442889,Europe
ŞRJ/15666,Koza Park Evleri,Koza Mahallesi 1638 Sokağı  No:21 Esenyurt / İSTANBUL,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,solarşarj,41.0612867577011,28.6676559133241,Europe
ŞRJ/15802,EKA-BIZIMMAHALLE,Halkalı Merkez Mahallesi 1438 Sokağı  No:2 Küçükçekmece / İSTANBUL,EMLAK KONUT ASANSÖR SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,EKA -EMLAK KONUT ASANSÖR SİSTEMLERİ SAN. VE TİC. A.Ş.- EMLAK KONUT GYO A.Ş. KURULUŞUDUR,41.0262015005311,28.7790227502146,Europe
ŞRJ/15804,EKA-VADİ EVLERİ 2. ETAP,Bahçeşehir 2. Kısım Mahallesi G-4010 Caddesi  No:7 Başakşehir / İSTANBUL,EMLAK KONUT ASANSÖR SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,EKA -EMLAK KONUT ASANSÖR SİSTEMLERİ SAN. VE TİC. A.Ş.- EMLAK KONUT GYO A.Ş. KURULUŞUDUR,41.0820326482368,28.6586486998776,Europe
ŞRJ/15815,FuzulEv Genel Müdürlük,Akşemsettin Mahallesi  No:28/A Fatih / İSTANBUL,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Trugo,41.0173321899926,28.9442211882226,Europe
ŞRJ/1405,LİONEL HOTEL,Yenidoğan Mahallesi Abdi İpekçi Caddesi  No:84 Bayrampaşa / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0459921893201,28.9126377375878,Europe
ŞRJ/1414,ELITE RESIDENCE,19 Mayıs Mahallesi Dr Hüsnü İsmet Öztürk Sokağı  No:3/24 Şişli / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0596823897046,28.9914826880738,Europe
ŞRJ/5703,NEF 2 HALİÇ,Topçular Mahallesi Tikveşli Sokağı Eyüpsultan / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,41.0390771848662,28.9196444515927,Europe
ŞRJ/15818,ÇAĞLAYAN SİTESİ,Tevfikbey Mahallesi Şehit Erol Olçok Caddesi  No:21-23 Küçükçekmece / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,41.0113587951476,28.8072920570402,Europe
ŞRJ/362,BOMONTİ RESIDENCES BY ROTANA,Merkez Mahallesi Bomonti Arkası Sokağı  No:4 Şişli / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,41.0593104480366,28.9787505305721,Europe
ŞRJ/15819,Otojet ? Metin Oktay Tesisleri,Mimar Sinan Mahallesi Hasdal Kemerburgaz Yolu Caddesi  No:13 Eyüpsultan / İSTANBUL,OTOJET ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Otojet,41.1431323857907,28.9246708561916,Europe
ŞRJ/15823,BORUSAN OTOMOTİV,Üniversite Mahallesi  No:23 Avcılar / İSTANBUL,TORA TEKNİK HİZMETLER İŞLETME ANONİM ŞİRKETİ,TORA,40.9895876109517,28.7257785947371,Europe
ŞRJ/15150,KEMER HILL SİTESİ,Göktürk Merkez Mahallesi Çeşmebaşı Caddesi  No:36 Eyüpsultan / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.1843812380056,28.8833874827031,Europe
ŞRJ/2874,ESTONŞEHİR MAHALLEM,Bahçeşehir 1. Kısım Mahallesi 2801. Sokağı Başakşehir / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0830103811869,28.6816449015681,Europe
ŞRJ/1520,NUROL LIFE,Huzur Mahallesi Cendere Caddesi  No:122 Sarıyer / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.1011139157809,28.9855925593044,Europe
ŞRJ/7061,SEMT BAHÇEKENT KONUT SİTESİ,Orhangazi Mahallesi 1683 Sokağı  No:14/A Esenyurt / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0910556263673,28.6413301330308,Europe
ŞRJ/8103,ISPARTAKULE PATARA SİTESİ,Tahta Kale Mahallesi Faruk Nafiz Çamlıbel Caddesi  No:41-1 Avcılar / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0645057263092,28.7096838024089,Europe
ŞRJ/503,BİZİM EVLER 8,Tahtakale Mahallesi Firuzeçiçeği Sokağı  No:4/2 Avcılar / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0612747214404,28.7136426117349,Europe
ŞRJ/11221,Altur İstanbul - Skoda Servis,Yenibosna Merkez Mahallesi Cemal Ulusoy Caddesi  No:1  Basın Ekspres Bahçelievler / İSTANBUL,DOĞUŞ ŞARJ SİSTEMLERİ PAZARLAMA VE TİCARET ANONİM ŞİRKETİ,D-Charge,41.018365003794,28.8112877339756,Europe
ŞRJ/15684,PO Avcılar (İlayda),Üniversite Mahallesi  No:17 Avcılar / İSTANBUL,BORENCO ŞARJ TEKNOLOJİ YATIRIMLARI TİCARET ANONİM ŞİRKETİ,5 şarj,40.9874878258717,28.7290876553824,Europe
ŞRJ/15687,Zeplin Beykasrı Konakları,Kavaklı Mahallesi Kaynarca Caddesi Çınaraltı Sokağı  No:2 Beylikdüzü / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,40.985185835689,28.6322089528125,Europe
ŞRJ/15688,Raguba Restaurant,Eski Habipler Mahallesi Edirne Asfaltı Sokağı  No:989 Sultangazi / İSTANBUL,TUNÇMATİK ŞARJ TEKNOLOJİLERİ ANONİM ŞİRKETİ,tunçmatik,41.1322974902243,28.8343332558654,Europe
ŞRJ/10435,Doğuş Oto Esenyurt - Audi,Namık Kemal Mahallesi  No:/  Haramidere Esenyurt / İSTANBUL,DOĞUŞ ŞARJ SİSTEMLERİ PAZARLAMA VE TİCARET ANONİM ŞİRKETİ,D-Charge,41.0089013141418,28.6894616172309,Europe
ŞRJ/5253,Turk Telekom Gayrettepe Genel Mudurluk,Gayrettepe Mahallesi Vefa Bayırı Sokağı  No:2 Beşiktaş / İSTANBUL,TT VENTURES PROJE GELİŞTİRME ANONİM ŞİRKETİ,E4 ŞARJ,41.0631134087388,29.0084096240998,Asia
ŞRJ/5268,Turk Telekom Bahcesehir Binasi,Bahçeşehir 2. Kısım Mahallesi Posta Cd Ptt Subesi Caddesi  No:2 Başakşehir / İSTANBUL,TT VENTURES PROJE GELİŞTİRME ANONİM ŞİRKETİ,E4 ŞARJ,41.0707286792464,28.684474105669,Europe
ŞRJ/5271,Turk Telekom Beylikduzu Buyuksehir Ofisi,Büyükşehir Mahallesi Büyükşehir Caddesi  No:2 Beylikdüzü / İSTANBUL,TT VENTURES PROJE GELİŞTİRME ANONİM ŞİRKETİ,E4 ŞARJ,41.0030576412374,28.6437533521357,Europe
